STATIONS_ID;MESS_DATUM;QN_6;RS;RSF;SH_TAG;NSH_TAG;eor
          6;20240918;    1;   0.0;   0;   0;   0;eor
          6;20240919;    1;   0.0;   0;   0;   0;eor
          6;20240920;    1;   0.0;   0;   0;   0;eor
          6;20240921;    1;   0.0;   0;   0;   0;eor
          6;20240922;    1;   0.0;   6;   0;   0;eor
          6;20240923;    1;  20.5;   6;   0;   0;eor
          6;20240924;    1;   0.2;   6;   0;   0;eor
          6;20240925;    1;   6.8;   6;   0;   0;eor
          6;20240926;    1;  12.9;   6;   0;   0;eor
          6;20240927;    1;  13.0;   6;   0;   0;eor
          6;20240928;    1;   2.7;   6;   0;   0;eor
          6;20240929;    1;   0.0;   0;   0;   0;eor
          6;20240930;    1;   2.5;   6;   0;   0;eor
          6;20241001;    1;  11.9;   6;   0;   0;eor
          6;20241002;    1;  13.1;   6;   0;   0;eor
          6;20241003;    1;   1.7;   6;   0;   0;eor
          6;20241004;    1;   5.1;   6;   0;   0;eor
          6;20241005;    1;   0.2;   6;   0;   0;eor
          6;20241006;    1;   0.6;   6;   0;   0;eor
          6;20241007;    1;   2.9;   6;   0;   0;eor
          6;20241008;    1;  10.3;   6;   0;   0;eor
          6;20241009;    1;   0.5;   6;   0;   0;eor
          6;20241010;    1;   8.5;   6;   0;   0;eor
          6;20241011;    1;   0.0;   0;   0;   0;eor
          6;20241012;    1;   1.6;   6;   0;   0;eor
          6;20241013;    1;   0.0;   0;   0;   0;eor
          6;20241014;    1;   6.7;   6;   0;   0;eor
          6;20241015;    1;   0.0;   0;   0;   0;eor
          6;20241016;    1;   0.0;   0;   0;   0;eor
          6;20241017;    1;   0.0;   0;   0;   0;eor
          6;20241018;    1;   0.2;   6;   0;   0;eor
          6;20241019;    1;   0.0;   0;   0;   0;eor
          6;20241020;    1;   0.0;   0;   0;   0;eor
          6;20241021;    1;   0.0;   6;   0;   0;eor
          6;20241022;    1;   1.0;   6;   0;   0;eor
          6;20241023;    1;   0.0;   6;   0;   0;eor
          6;20241024;    1;   0.0;   0;   0;   0;eor
          6;20241025;    1;   0.0;   0;   0;   0;eor
          6;20241026;    1;   0.0;   0;   0;   0;eor
          6;20241027;    1;   0.0;   0;   0;   0;eor
          6;20241028;    1;   0.0;   0;   0;   0;eor
          6;20241029;    1;   0.0;   0;   0;   0;eor
          6;20241030;    1;   0.0;   0;   0;   0;eor
